Address Code,Address Title,Address Line 1,Address Line 2,City,Postal Code,Origin Address
AF_JD_FR_,"PLOT NO -23E TO 25E, ROAD NO 3 DIAMOND",SURAT,,SURAT,394230,TRUE
AF_KRISH_,INDORE,"KRISHNENDU ENTERPRISES ADD: C-2, SHUKLA WAREHOUSE INDORE, MP 453555",,INDORE,453555,TRUE
AF_LASAA,AFLASAA383001307,AF_LASAA_383001_307,,HIMMATNAGAR,383001,TRUE
AF_LEOTU,"PLOT NO. 3, ODE-PIRANA ROAD,","AHMEDABAD, GJ 382427",,AHMEDABAD,382427,TRUE
AF_MERHA,387411,"TCI SUPPLY CHAIN SOLUTIONS, BLOCK NO 656/B, KHATA NO 453, BL AHMEDABAD, GJ 387411",,AHMEDABAD,,TRUE
AF_MERHA_1,"BUILDING NO. B600, LUHARI III, INDOSPACE LOGISTIC","DELHI, HR 124108",,DELHI,124108,TRUE
AF_MERHA_4,"H1 WAREHOUSE SAI DHARA LOGISTICS PARK, MUMBAI NASI","MUMBAI, MH 421302",,MUMBAI,421302,TRUE
AF_MOTHE,AFMOTHE360311902,"BEHIND SHEMLA BUS STOP, NATIONAL HIGHWAY 27, BILLIYALA BILLIYALA, GJ 360311",,RAJKOT,360311,TRUE
AF_NIVEA S,AFNIVEA382110909 SANAND,"S.NO.112/P, 113P, 124P, 125P, 132/P, PLOT NO. SM-9/1, SANAND, GJ 382110",,SANAND,382110,TRUE
AF_NIVEA_4,AFNIVEA421101465,"BORIVALI TARF SONALE, BORIVALI VILLAGE, GLOBAL REALTY INFRA BHIWANDI, MH 421101",,MUMBAI,421101,TRUE
AF_PACIF,AFPACIF360004795,"P-34, NR-TIRTH AGROTECH & KRISHNA PARK, GONDAL ROAD, VILLAGE-RA RAJKOT, GJ 360004",,RAJKOT,360004,TRUE
AF_PACIF_,"OORJA INDUSTRIAL ZONE - 10B, PARDI-PADVALA ROAD,BE","RAJKOT, GJ 360024",,RAJKOT,360024,TRUE
AF_PAN_I_1,AFPANI122050961,"PLOT NO. 308 A, SECTOR 6, IMT MANESAR, MANESAR, GURUGRAM, HA GURUGRAM, HR 122050",,GURUGRAM,122050,TRUE
AF_PLAN__A,"PLANTEX, PLOT NO-5/A, ROAD NO-1, KATHWADA GIDC, OD","AHMEDABAD, GJ 382430",,AHMEDABAD,382430,TRUE
AF_PLAN_3,AFPLAN382430565,"PLANTEX, PLOT NO-5/A, ROAD NO-1, KATHWADA GIDC, AHMEDABAD, GJ 382430",,AHMEDABAD,382430,TRUE
AF_PLANT_,SWATI PARK 80 FEET ROAD,"RAKJOT, GJ 360002",,RAJKOT,360002,TRUE
AF_PLANT_3,"NEW SERVEY NO 1076N, OLD SERVY NO 821, OM SAI BRID","AHMEDABAD, GJ 382430",,AHMEDABAD,382430,TRUE
AF_POWER,AFPOWER421302377,"POWERMAX FITNESS (I) PVT. LTD. 143/156, INDIAN CORPORATION C BHIWANDI, MH 421302",,BHIWANDI,421302,TRUE
AF_RABBY_R,DEVPARA PLOT CHARANIYA VILLAGE CHARANIYA TALUKA,"RAJKOT, GJ 365480",,RAJKOT,365480,TRUE
AF_RUHE,AFRUHE382213603,"SURVEY NO. 606 (OLD SURVEY NO. 1439) RISHI KIRAN LOGISITICS MORAIYA AHMEDABAD, GJ 382213",,AHMEDABAD,382213,TRUE
AF_RUHE__A,SURVEY NO. 606 (OLD SURVEY NO. 1439) RISHI KIRAN L,"AHMEDABAD, GJ 382213",,AHMEDABAD,382213,TRUE
AF_SAMAR,AFSAMAR382427839,"JAYANTIBHAI DAHYABHAI, AMARNATH ESTATE NAZ ROAD, TA, DASKROI JETALPUR, GJ 382427",,JETALPUR,382427,TRUE
AF_SAMAR_K,"SUMAR LOGISTICS AND INDUSTRIAL PARK, NH-8, AHEAD O","KHEDA, GJ 387411",,KHEDA,387411,TRUE
AF_SECUR,AFSECUR382213685,"""E-77, E-42, MORAIYA AHMEDABAD, GJ 382213",,AHMEDABAD,382213,TRUE
AF_WONDE,201003,"KHASRA NO. 824 VARDHMAN PURAM, MORTA GHAZIABAD (U.P.) - 2010 GHAZIABAD, UP 201003",,GHAZIABAD,201003,TRUE
AGRA,KAPOOR OVERSEAS,"1/132/1, FIRST FLOOR, SYED ALI NAVI, SHAHGANJ ROAD, AGRA",,AGRA,282010,TRUE
AGRA (WF),WORLD FOOTWEAR,18/194 PURANI MANDI TAJGANJ AGRA,,AGRA,282001,TRUE
AGRA SINE,AGRA SINE FOOTWEAR,"39, 40A, SHIVAM VATIKA MAUJA MIYAPUR, FATEHABAD ROAD, AGRA",,AGRA,282006,TRUE
AMD0,AMD0- AMAZON SELLER-AIRPORT,"SARDAR VALLABHBHAI PATEL INTERNATIONAL AIRPORT AHMEDABAD, GUJARAT -380003",,AHMEDABAD,380003,TRUE
AMD2,AMD2 -FC 2 BAVLA,"PLOT NO. 120 (X) AND PART PORTION OF PLOT NO. 119 (W2) BAVLA, GUJARAT 382220",,BAVLA,382220,TRUE
AMDE,AMAZON SELLER SHYAMAL,"AANGAN BANQUET-2, B/H AANGAN BANQUET, BESIDE STAR BAZAAR, OP AHMEDABAD, GUJARAT 380015",,AHMEDABAD,380015,TRUE
ANDD,"GODOWN 9,SWAMINARAYAN RICE AND PULSES MILL COMPOUN","ANAND, GUJARAT 388001",,ANAND,388001,TRUE
Aroma De,AROMA DE FRANCE,"BLOCK NO. 324, VILLAGE-RANU, TALUKA-PADRA, DISTRICT- VADODARA, GUJARAT",,VADODARA,391445,TRUE
AURANGABAD,AURANGABAD,"CENTRAL WAREHOUSING CORPORATION, PLOT NO 91, BACKSIDE OF UNITED SPIRITS, CHIKALTHANA MIDC AURANGABAD",,AURANGABAD,431006,TRUE
BAGHPAT,AMBE AGROFOODS PVT LTD,"10206493, SAHARANPUR ROAD, OPP. NBCC TOWNSHIP, KHEKRA, BAGHPAT",,BAGHPAT,250101,TRUE
BAGRU,SOLITAIRE INDUSTRIAL PARK,"PLOT NO 23, SOLITAIRE INDUSTRIAL PARK DEHMI KALAN, BAGRU, JAIPUR, RAJASTHAN",,BAGRU,303007,TRUE
BAHADURGAR,ABHAY FOOTWEAR PVT LTD,"KH NO. 76, OPP PLOT NO. 1535, MIE PART-B, BAHADURGARH, HARYANA",,BAHADURGARH,124507,TRUE
BALAGHAT,SMART HUB BALAGHAT,"RRL, CENTRAL WAREHOUSE, GODOWN NO 3 BALAGHAT WARASEONI ROAD, GARRA, BALAGHAT, MADHYAPRADESH",,BALAGHAT,481001,TRUE
BAREJA,"SRI JAGANNATH AGRO INDUSTRIES, BAREJA","OPP. UMIYAPURA, LALI GAM",,BAREJA,382425,TRUE
BARMER,SMART HUB BARMER,"CENTRAL WAREHOUSE CORPORATION, KHASRA NO 463, BARMER, MITHRA ROAD",,BARMER,344001,TRUE
BASSI,BASSI PATHANA,"VILLAGE KOTLA FAZAL TEHSIL BASSI PATHANA, PUNJAB, SIRHIND FATEGARH SAHIB, PUNJAB",,BASSI PATHANA,140406,TRUE
BAVLA,RAMDEV AND FINE TASTE FOODS PVT LTD,"SURVEY NO:397, 400, 405, 406, 415, 416 VILLCHIYADA, TA-BAVLA, DI-AHMEDABAD-",,BAVLA,382220,TRUE
BB-7 SEAS,BB-SEVEN SEAS MALL,SWARNIM GIJARAT RING ROAD,,VADODARA,390002,TRUE
BB-AGORA,BB AGORA MALL AHMEDABAD,RING ROAD AHMEDABAD,,AHMEDABAD,382424,TRUE
BB-ALPHA,BB ALPHA ONE AHMEDABAD,THALTEJ ROAD,,AHMEDABAD,380059,TRUE
BB-BHARUCH,BB SHALIMAR TALKIES BHARUCH,"NH 64, SHALIMAR TALKIES",,BHARUCH,392001,TRUE
BB-EVAMALL,BB-MANJALPUR EVA MALL,VAJRADHAM MARG,,VADODARA,390011,TRUE
BB-INORBIT,BB-INORBIT VADODARA,GORWA ROAD,,VADODARA,390023,TRUE
BB-RAJKOT,BB RAJKOT,"ISCON MALL, OPP PARIJAT PARTY PLOT, 150 FEET RING ROAD",,RAJKOT,360005,TRUE
BB-SURAT,BB SURAT KAMDHENU CORPN,SURAT,,SURAT,394370,TRUE
BB-TUMKUR,BB-TUMKUR,"(10252083)FUTURE CONSUMER LIMITED INDIA FOOD PARK LIMITED, PLOT NO-10-11, VASANTHANARSHAPURA IND. AREA, KIADB PHASE-3, KOTRA HOBLI- TUMKUR-572138",,TUMKUR,572138,TRUE
BCTX,RENAISSANCE INDUSTRIAL,"SMART CITY VASHERE VILLAGE BHIWANDI, MAHARASHTRA",,BHIWANDI,421302,TRUE
BEAWAR 2,SMART HUB BEAWAR RRL,"RELIANCE RETAIL LIMITED, CENTRAL WAREHOUSE 2, FRONT OF RIICO INDUSTRIAL AREA, GRAM GOHANA, BEAWAR, RAJASTHAN",,BEAWAR,305925,TRUE
BHAMBOLI,RELIANCE RETAIL LTD,"BUILDING 700, INTERSPACE CHAKAN III, CHAKAN MIDC PHASE II BHAMBOLI, PUNE",,PUNE,410501,TRUE
BHARATPUR,RRL BHARATPUR,"RELIANCE RETAIL LIMITED, CENTRAL WAREHOUSING PLOT NO G 162-165 BRIJ INDUSTRIAL AREA BEHIND NAFED PLANT BHARATPUR",,BHARATPUR,321001,TRUE
BHAVNAGAR,NAFED MAHUVA,"NATIONAL AGRICULTURAL COOP MKTG FEDERATI, GSWC LOYANGA MAHUVA, BHAVNAGAR, GUJARAT",,BHAVNAGAR,364295,TRUE
BHAYALA,BHAYALA,"INDO SPACE INDUSTRIAL & LOGISTIC PARK BAVLA, AND LOG VILAGE BHAYALA TALUK BAVLA AHMEDABAD",,BAVLA,382240,TRUE
BHIND,SMART HUB BHIND RRL,"CENTRAL WAREHOUSE, GODOWN NO.1, LAHAR ROAD, INDUSTRIAL AREA",,BHIND,477001,TRUE
BHIWANDI,"RELIANCE VF DC MANKOLI, BHIWANDI-","RELIANCE VF DC MANKOLI, BHIWANDI-",,BHIWANDI,421302,TRUE
BHOPAL,RRL DIGITAL DC BHOPAL,"BARRAI VILLAGE, KHASRA NUMBER 234/5 & 235/4, BHOPAL",,BHOPAL,462026,TRUE
BHOPAL 2,RRL BHOPAL,RELIANCE RETAIL LIMITED BLUE SKY WH & SUN KH N262/2/3 256/2/2/1 257/1/2 TO 253/2 VLG PIPALIYA JAHIRPEER NR KISHAN KANTA BOCL PETROL PUMP BYPS RD BHOPAL,,BHOPAL,462010,TRUE
BHRT,BRIJ HONEY PVT LTD,"VILLAGE TEHRA LODHA NH 11 AGRA HIGHWAY BHARATPUR, RAJASTHAN INDIA",,BHARATPUR,321001,TRUE
BIKANER,NAVHARI FOOD PRODUCTS PVT. LTD,"F-88-89 BICHHWAL INDUSTRIAL AREA, BIKANER- (RAJASTHAN)",,BIKANER,334006,TRUE
BIKANO,BIKANERVALA FOODS PVT LTD,"PLOT NO-21, SECTOR-24, FARIDABAD, FARIDABAD HARYANA",,FARIDABAD,121001,TRUE
BNG,BNG FASHION GEARS PVT. LTD.,"PLOT NO- 319, 320, SEC-17, HSIIDC, BAHADURGHAR, HR",,BAHADURGARH,124507,TRUE
BOM5,RENAISSANCE INDUSTRIAL SMART,"CITY, KALYAN SAPE ROAD THANE, MAHARASHTRA 421302",,KALYAN,421302,TRUE
BSB,"SPIN132103756 OPP.MEHAK FARM, SHRI RAM MARG, P","BSB_SPIN_132103_756 OPP.MEHAK FARM, SHRI RAM MARG, PANIPAT, HR 132103",,PANIPAT,132103,TRUE
CB08,PL - CHENNAI,"C/O. S.N.D ENTERPRISES, SURVEY NO.461/2C, REDHILLS-AMBATTUR RO, PUZHAL VILLAGE, AMBATTUR TALUK, - CHENNAI",,CHENNAI,600062,TRUE
CF08 & Y122,VF DC,"WAREHOUSE NOS. 96 & 104, INDIAN CORPORATION, DAPODI ROAD, OPP GAJANAND PETROL PUMP, MANKOLI NAKA",,BHIWANDI,421202,TRUE
CHANDISAR,"CHANDISAR, PALANPUR","VAISHNODEVI REFOILS & SOLVEX PLOT NO.235/3 VILLAGE - CHANDISAR TALUKA-PALANPUR, DIST-BANASKANTHA",,PALANPUR,385510,TRUE
CHHINDWARA,CHHINDWARA,"CENTRAL WAREHOUSE, GODOWN NO. 01, NARSINGHPUR ROAD, VILLAGE JAUMINA, CHHINDWARA (M.P)",,CHHINDWARA,480223,TRUE
CHOMU,CENTRAL WAREHOUSING GODOWN,"CENTRAL WAREHOUSING GODOWN NO 1A, 2A, 2B, 5A, 5B VIA UDAIPURIA PO BHOPA?WAS, CHOMU",,CHOMU,303807,TRUE
CI08,RELIANCE RETAIL LTD QWIK SUPPLY CHAIN PVT,RRL AHMEDABAD DISTRIBUTION CEN 103/106 GIDC NARODA AHMEDABAD NARODA,,AHMEDABAD,382330,TRUE
CIC1,"RELIANCE RETAIL LTD.,","F & V DIVISION, PLOT NO. 103/106, GATE NO. 5, VIMAL COMPD., GIDC, NARODA, AHMEDABAD",,NARODA,382330,TRUE
CM08,"VF DC, WAGHOLI","VARUN WARE HOUSING CORPORATION, GATE NO. 497 / 498, KATKEWADII, WAGHOLI, TALUKA HAVELI, PUNE",,PUNE,412207,TRUE
CONA FWEAR,CONA FOOTWEAR INDIA PVT LTD,"C29/1 SITE-C UPSIDC SIKANDRA, AGRA",,AGRA,282007,TRUE
CPC-PUNJAB,SNS WAXING PLANT,"SNS WAXING PLANT, SAYADWALA, ABHOR, PANJAB",,ABHOR,152116,TRUE
CT08,VF DC JAIPUR,"PLOT NO B-192, ROAD NO. 9F, VKI",,JAIPUR,0,TRUE
CTC1,RRL JAIPUR CPC,RRL JAIPUR CPC BLUMA B192 ROAD NO. 9 F VISWAKARMA INDUSTRIAL AREA JAIPUR,,JAIPUR,302013,TRUE
DAMOH,DAMOH,DAMOH,,DAMOH,470661,TRUE
DC11,METRO CASH & CARRY INDIA PVT LTD,"HADBAST NO. 44 AND 46, IN ZIRAKPUR, MOHALI",,MOHALI,140603,TRUE
DEEP,DEEP ENTERPRISES,"PLOT NO 3278, G.F BLOCK-J, DSIDC NARELA INDUSTRIAL AREA, NEW DELHI",,DELHI,110040,TRUE
DEHRADUN,MG SHAHANI & CO DELHI PVT LTD,"PLOT NO : 30, PHARMA CITY, INDUSTRIAL AREA, SELAQUI. DEHRADUN. UTTARANCHAL",,DEHRADUN,248197,TRUE
DHARUHERA,RRL-NORTH-HR-DHARUHERA,RELIANCE RETAIL LIMITED SCHENKER INDIA PVT LTD HADBAST NO 191 KHEWAT KHATUNI NO 8 MUSTATIL NO 17 KILLA NO 11 2 3 12 DIST REWARI,,DHARUHERA,123106,TRUE
DIXON,DIXON TECHNOLOGIES,"C-3/1CENTRAL HOPE TOWN INDUSTRIAL AREA SELAQUI DEHRADUN, UTTARANCHAL",,DEHRADUN,247670,TRUE
DR08,"VF DC, NEELAMANGALA","NO 53/1 OPP UNIBIC BISCUIT FACTORY, ALAGURU HEGGADADEVANAPURA, GOLDEN SPA ROAD, NELAMANGALA - 562123 BANGALORE",,BANGALORE,562123,TRUE
DUMMY-IN-,DUMMY LOCATION,"DUMMY LOCATION AHMEDABAD, 380007",,AHMEDABAD,380007,TRUE
EA08,VF DC GURGAON (PATAUDI),RRL GURGAON DRY DC TAJ NAGAR ROAD JAMALPUR CHOWK TEHSIL - FARUKHNAGAR VILLAGE TAJ NAGAR DISTT GURGAON .,,GURUGRAM,NA,TRUE
EGJ1,"PLOT NO - X AND W2, GALLOPS INDUSTRIAL PARK,VILLAG","AHMEDABAD, GUJARAT 382213",,AHMEDNAGAR,382213,TRUE
EV08,"VF DC, BHOPAL","19/8, MILE STONE, SAD WAREHOUSE VILLAGE CHHAN, BHOJPUR ROAD BHOPAL",,BHOPAL,462047,TRUE
F1BD,RRL POONAM MALL,"VIP ROAD, KHASRA NO. 91, NORTH AMBASARI ROAD",,NAGPUR,440010,TRUE
F1CG,"FF-KALYAN-SARVODAYA MALL , RELIANCE RETAIL LTD","SARVODAYA MALL, KALYAN SHILPHATA ROAD, NEAR PATRI POOL, KALYAN",,KALYAN,421301,TRUE
F1FH,NAMAN MALL MANAGEMENT PL,"RNTMARG, INDORE",,INDORE,452001,TRUE
F1JA,MDC-NAGPUR-WADGAON HINGNA-GM-HF,MDC-NAGPUR-WADGAON HINGNA-GM-HF SURVEY NO.60/1/2/3/B 83/2 84 85/A&B 86 TO 90 91/1 91/4/A&B WADGAON HINGNA NAGPUR,,NAGPUR,441122,TRUE
F1N1,RRL VADODARA,RRL VADODARA WADI OPP. SARABHAI CHEMICALS BARODA,,VADODARA,390001,TRUE
F1NE,RRL - FF-RAJKOT-AASHIRWAD CITY CENTER,"PLOT NO 2933/1, AASHIRWAD CITY CENTER, NEXT TO INOX, KASTURBA ROAD, RAJKOT GUJARAT",,RAJKOT,360001,TRUE
F1OE,"FF-ANAND-GALLERIA MALL , RELIANCE RETAIL LTD","ANAND MAGHROLI RD, OPP TATA MOTORS, ""GALLERIA MALL, KARAMSAD, PLOT NO385"", ANAND, GUJARAT",,ANAND,388121,TRUE
F1QC,MDC- NAGPUR- WADGAON,HINGNA,,NAGPUR,440010,TRUE
F1UH,RRL AMBAWADI,"RRL KOLONNADE CENTRE OPP. SAFFRON TOWER, AMABAVADI",,AHMEDABAD,380006,TRUE
FARRUKHNAG,RRL CDIT FARRUKHNAGAR DC,RRL CDIT FARRUKHNAGAR DC EMBASSY INDUSTRIAL PARK,,FARRUKHNAGAR,122506,TRUE
FC Nagpur,SMART FC,"NO 471 TO 476 MOUZA KHUMARI PS K 12, KHASRA NO 41-43 MOUZA KOKARDA KHUMARI TEHSIL KAMLESHWAR NAGPUR, MAHARASHTRA",,NAGPUR,441502,TRUE
FC-AHDABAD,ADARSH WAREHOUSE GODOWN,"RELIANCE RETAIL LIMITED [AHMEDABAD2 FC ADARSH WAREHOUSE GODOWN NO.3, 4, 5 AND 6(20, 21), JAMNAGAR ESTATE BEHIND ALPHA HOTEL ASLALI AMD GJ",,AHMEDABAD,382427,TRUE
FC-AHMDABA,RELIANCE RETAIL LTD [AHMEDABAD FC],"RELIANCE RETAIL LIMITED [AHMEDABAD FC] ADARSH WAREHOUSE, GODOWN NO.3, 4, 5 AND 6(20, 21), JAMNAGAR ESTATE, BEHIND ALPHA HOTEL, ASLALI GODOWN NO.3, 4, 5 AND 6(20, 21), JAMNAGAR ESTATE, BEHIND ALPHA HOTEL, ASLALI AMD GJ",,AHMEDABAD,382427,TRUE
FD08,"VF DC, DASANPURA HOBALI","SY NOS. 15/1 AND 16/1 ADAKAMARANAHALLI VILLAGE, DASANAPURA HOBLI, BANGALORE",,BANGALORE,562162,TRUE
FERRO PL,FERRO SONA GARMENTS,"PVT. LTD. RAHON ROAD, MANGAT ROAD, VILLAGE- KHAWAJKE, LUDHIANA-",,LUDHIANA,141007,TRUE
FFPP,FABLE FOOD PRODUCTS PVT LTD,MEHSANA,,MEHSANA,,TRUE
FR28,SB BHOPAL AURA MALL GULMOHAR,SECTOR E8 ARERA COLONY AURA MALL OPP RAJIV GANDHI COLLEGE GULMOHAR ( BHOPAL,,BHOPAL,462039,TRUE
FR59,RELIANCE RETAIL LTD SB,"AHMEDABAD AGORA MALL SHREE BALAJI AGORA MA 200 FT SARDAR PATEL RING ROAD SUGHAD, AHMEDAB AHMEDABAD (AGORA MALL)",,AHMEDABAD,,TRUE
FRAZ,BANUR DC,RAJPURA,,RAJPURA,140401,TRUE
FRBG,SBZ PB LDH SILVER ARC FEROZEP,SBZ PB LUDHIANA SILVER ARC FEROZEPUR RD. BXX 622 GURDEV NAGAR. LUDHIANA (PB),,LUDHIANA,141001,TRUE
FRDO,SBZ RJ JAIPUR,"TRINITI MALL-SANGANER, PLOT NO 5 TRINITI MALL, OPP SHYAM NAGAR NEW SANGANER ROAD",,JAIPUR,,TRUE
FRDR,SB AJMER OASIS MALL PANCHSHEEL,BLOCK A RAJEEV CIRCLE OASIS MALL - AJMER,,AJMER,,TRUE
FRFT,SBZ PB AMRITSAR TRILIUM MALL VR AMBARSAR,"PLOT NO 4 MEDICAL. ENCLAVE OPPOSITE BASANT, AVENUE CIRCULAR ROAD. AMRITSAR",,AMRITSAR,143001,TRUE
FRGV,"METRO CASH & CARRY INDIA PVT LTD,","T3DS, VASAL MALL, CIVIL LINE RAOD, OPPT PRESIDENT HOTAL, JALANDHAR PUNJAB",,JALANDHAR,144001,TRUE
FTFP,FINE TASTE FOODS PVT LTD,"PLOT NO. 26/A, OZONE INDUSTRIAL PARK, KERALA G.I.D.C., RAJKOT NATIONAL HIGHWAY, BAVLA, AHMEDABAD, GUJARAT-382220 (6359630406) AHMEDABAD, GUJARAT",,AHMEDABAD,382220,TRUE
GDAD,"GODHRA, GUJARAT","GODHRA, GUJARAT",,Godhra,389001,TRUE
GHAZIABAD,MMX FOODS PVT LTD,"MMX FOODS PRIVATE LIMITED, MMX MALL, GT ROAD, MOHAN NAGAR, GHAZIABAD, UTTAR PRADESH",,GHAZIABAD,201007,TRUE
GJSD,AMAZON SELLER AMRELI,"SHOP 1, 2, 3 PAVAN ARCADE, SADGURU VATIKA, LATHI RAOD AMRELI, GUJARAT 365601",,VERAVAL,365601,TRUE
GNND,AMAZON SELLER GANDHINAGAR,"1-2-3, PRAMUKHPARAMOUNT, BEHINDPRASANG FARM, OPP.ASHKAHOSPITAL GANDHINAGAR, GUJARAT 382421",,GANDHINAGAR,382421,TRUE
GNNH,AMAZON SELLER SONI NI CHAWL,"ADARSH INDUSTRIAL ESTATE AHMEDABAD, GUJARAT 38002",,AHMEDABAD,38002,TRUE
GNNJ,GNNJ-AMAZON SELLER NAROL,"ANZ INFINITY, OPP. AARVEE DENIM AHMEDABAD, GUJARAT 382405",,AHMEDABAD,382405,TRUE
GNNN,GNNN AMAZON SELLER-GANDHINAGAR,"NR.SPARSH DIVINE2, BEHINDBALAJIVILLABUNGALOW, TP 44, CHANDKHEDA GANDHINAGAR, GUJARAT 382424",,GANDHINAGAR,382424,TRUE
GNNQ,AMAZON SELLER SAHAJ,"SHOP NO N- 1 TO 3, SAHAJ PRIME AHMEDABAD, GUJARAT 380060",,AHMEDABAD,380060,TRUE
GNNT,AMAZON SELLER KHANDKHEDA,"STATE HIGHWAY SURVEY NO. 240-1-2 AHMEDABAD, GUJARAT 380005",,AHMEDABAD,380005,TRUE
GNNU,"SR. NO. 122, FINAL PLOT NO. 683","AHMEDABAD, GUJARAT 382330",,AHMEDABAD,382330,TRUE
G-NOIDA,"ECOTECH-11, UDYOG VIHAR","PLOT NO.42(KHASRA NO6661-662) ECOTECH-11, UDYOG VIHAR, GREATER NOIDA, UP, GAUTAM BUDDHA NAGAR, UTTAR PRADESH-",,NOIDA,201306,TRUE
GONDIA,CWC GONDIA,"CENTRAL WAREHOUSE GONDIA-1, SARA TOLY, MURRI ROAD. BEHIND SINDHI SCHOOL. GONDIA",,GONDIA,441601,TRUE
GR-INTERNA,GR INTERNATIONAL,"KHASRA NO.1410, MAUJA BAIPUR AGRA-MATHURA ROAD, SIKANDRA",,AGRA,282007,TRUE
GUJX,FC-2 (AMD2) BAVLA,"PLOT NO. 120 X AND PART PORTION OF PLOT NO. 119 W2 BAVLA, GUJARAT 382220",,AHMEDABAD,382220,TRUE
GURGAON,SCHENKER INDIA WAREHOUSE,"REVENUE ESTATE KILA#51 17 24 VILLAGE KHURUMPUR TEHSIL FARUKHNAGAR GURGAON, HARYANA",,GURGAON,122506,TRUE
GWL,RELIANCE RETAIL LTD [GWALIOR FC,"RELIANCE RETAIL LIMITED [GWALIOR FC PLOT.NO.994, WARD NO.13, BARAGHATA INDUSTRIAL AREA NEARBY VICKY FACTORY SQUARE",,GWALIOR,474009,TRUE
HALDIYA,HARRSHIV HEALTHY FOODS 7 MORE,"KH NO 100/5, VD DHARGAON, NAGPUR, 4",,NAGPUR,,TRUE
HAM5,AMAZON SELLER KANERA,"YUSEN LOGISTICS (INDIA) PVT. LTD. R.A. WAREHOUSENEAR DIST KHEDA, GUJARAT 387540",,KHEDA,387540,TRUE
HAM8,MOJE KANER,"BLOCK NO 581, 582 & 583 NH NO. 8, OPP GOKULESH PETROL PUMP, MOJE KANER, GUJARAT 387540",,KHEDA,387540,TRUE
HAME,INDRAPRASHTHA INDUSTRIAL LOGISTICS HUB,"KHEDA, GUJARAT 387570",,KHEDA,387570,TRUE
HANUMANGAR,HANUMANGARH,"SB WAREHOUSING, CHAK 7 HMH, TIBBI ROAD, HANUMANGARH TOWN",,HANUMANGARH,335513,TRUE
HARIDWAR,KANJ PRODUCTS PVT LTD,"PLOT NO. 71 AND 72, SECTOR 8A, IIE SIDCUL, HARIDWAR UTTARANCHAL",,HARIDWAR,249403,TRUE
HARIDWAR 2,GINNI FILAMENTS LTD.,"(CONSUMER PRODUCT DIVISION) PLOT NO.-98, SECTOR-5, IIE, SIDCUL, HARIDWAR (U.K)",,HARIDWAR,249403,TRUE
Haryana,INDO NISSIN FOODS PVT LTD.,"91 KMS, NH-8, DELHI- JAIPUR ROAD, VILLAGE DEODHAI, TESHI BAWAL. DIST: REWARI, HARYANA",,REWARI,123401,TRUE
HINGOLI,"MSWC WH JAWALA BAZAR, HINGOLI","JAWALA BAZAR, HINGOLI",,HINGOLI,431705,TRUE
IDX2,SHIV LOGISTIC PARK,"KHASRA NO 282/1/2/2 INDORE, MADHYA PRADESH",,INDORE,453771,TRUE
INDORE,SHIVANI DETERGENTS,"PLOT NO. 41 C, E & F SELLER QUOT. REF SECTOR II, PITHAMPUR, DHAR, DHAR MADHYA PRADESH, PIN-CODE: INDIA",,INDORE,454775,TRUE
ISK3,ISK3,"ROYAL WAREHOUSING AND LOGISTICS LLP, SURVEY NUMBER 45 BHIWANDI, MAHARASHTRA 421302",,BHIWANDI,421302,TRUE
JAGDALPUR,JAGDALPUR,"KHASRA NO-63 PH NO 9, NH43, VILG: NAKTI SAMER, PO ADAWAL JAGDALPUR",,JAGDALPUR,494001,TRUE
JAIPUR,RRL VF RJ JAIPUR,"MOTU KA BAS GCR DC, KHASRA NO 76 TO 96 98 118, VILLAGE MOTU KA BAS TEHSIL AMER, JAIPUR",,JAIPUR,303704,TRUE
JAIPUR DC,RRL JAIPUR DIGITAL DC,SP-2033 INDUSTRIAL AREARAMCHANDRAPURA SITAPURA EXTENSION SITAPURA 302022 JAIPUR (RAJ.),,JAIPUR,302022,TRUE
JALANDHAR,J.B. INTERNATIONAL,"VILLAGE SANGALSOHAL NEAR WARIYANA IND. COMPLEX, KAPURTHALA ROAD JALANDHAR",,JALANDHAR,144013,TRUE
JALANDHAR2,RRL JALANDHAR,"RELIANCE RETAIL LIMITED, E GROCERY FC JALANDHAR NURPUR",,JALANDHAR,144001,TRUE
JANAK LUDH,JANAK SONS KNITWEAR PVT LTD,"VILLAGE MEHARBAN, RAHON ROAD, LUDHIANA - PUNJAB, INDIA",,LUDHIANA,141007,TRUE
JASPUR,"ZIPPY EDIBLE PRODUCTS PVT LTD,","TALABPUR THAKURDWARA ROAD JASPUR, DIST. - U S NAGAR, UTTARAKHAND.",,JASPUR,244712,TRUE
JDPL,JAIPUR DESIGNS,"JAIPUR DESIGNS PVT LTD H-11, RIICO INDUSTRIAL AREA MANSAROVER",,JAIPUR,302020,TRUE
JETALPUR,A.M. AGRO INDUSTRIES,A.M. AGRO INDUSTRIES NAJ PIRANA ROAD JETALPUR TA.DASCROI DIST. AHMEDABAD,,JETALPUR,382426,TRUE
JHUNJHUNU,SMART HUB JHUNJHUNU,"RRL, CENTRAL WAREHOUE, RICCO INDS.AREA, JHUNJHUNU",,JHUNJHUNU,333001,TRUE
JRV NOIDA,JRV INDUSTRIES LLP,"INDUSTRIAL PROPERTY, B-6 2ED FLOOR, SEC-88, GAUTAM BUDDHA NAGAR, NOIDA, UTTAR PRADESH",,NOIDA,201305,TRUE
